2023-09-01 23:20,"129999
"
2023-09-02 00:31,"129999
"
2023-09-02 01:41,"110000
"
2023-09-02 02:52,"129412
"
2023-09-02 04:02,"124400
"
2023-09-02 05:12,"110000
"
2023-09-02 06:21,"110000
"
2023-09-02 07:30,"136000
"
2023-09-02 08:40,"134000
"
2023-09-02 09:50,"135000
"
2023-09-02 11:01,"135000
"
2023-09-02 12:11,
2023-09-02 13:22,"135000
"
2023-09-02 14:33,"135000
"
2023-09-02 15:45,"134999
"
2023-09-02 16:57,"140000
"
2023-09-02 18:08,"125000
"
2023-09-02 19:21,"140000
"
2023-09-02 20:33,"140000
"
2023-09-02 21:46,"140000
"
2023-09-02 22:58,"138888
"
2023-09-03 00:11,"137776
"
2023-09-03 01:23,"147777
"
2023-09-03 02:36,"120000
"
2023-09-03 03:48,"145000
"
2023-09-03 05:00,"110000
"
2023-09-03 06:12,"110000
"
2023-09-03 07:25,"145000
"
2023-09-03 08:37,"145000
"
2023-09-03 09:49,"145000
"
2023-09-03 11:02,"142555
"
2023-09-03 12:16,"140999
"
