2023-09-01 22:55,"7770
"
2023-09-02 00:06,"7770
"
2023-09-02 01:16,"7770
"
2023-09-02 02:27,"7750
"
2023-09-02 03:37,"7750
"
2023-09-02 04:47,"7750
"
2023-09-02 05:57,"7750
"
2023-09-02 07:06,"7750
"
2023-09-02 08:15,"7650
"
2023-09-02 09:26,"7650
"
2023-09-02 10:36,"7649
"
2023-09-02 11:46,"7649
"
2023-09-02 12:57,"7649
"
2023-09-02 14:08,"7649
"
2023-09-02 15:19,
2023-09-02 16:31,"6666
"
2023-09-02 17:43,"6666
"
2023-09-02 18:55,"6666
"
2023-09-02 20:08,"6666
"
2023-09-02 21:21,"6666
"
2023-09-02 22:33,"6666
"
2023-09-02 23:45,"5990
"
2023-09-03 00:58,"5990
"
2023-09-03 02:10,"8000
"
2023-09-03 03:23,"8000
"
2023-09-03 04:35,"8000
"
